time,Open,High,Low,Close,Volume
2023-08-09 05:00:00,29749.3,29784.4,29720.0,29724.9,6104.039
2023-08-09 06:00:00,29724.9,29730.0,29650.0,29712.2,12503.965
2023-08-09 07:00:00,29712.2,29809.8,29707.7,29807.9,9602.697
2023-08-09 08:00:00,29807.8,29835.0,29759.8,29823.5,9445.991
2023-08-09 09:00:00,29823.4,29823.5,29761.8,29768.8,5720.2
2023-08-09 10:00:00,29768.7,29844.5,29715.6,29827.6,10336.352
2023-08-09 11:00:00,29827.6,29905.8,29778.4,29877.1,13607.405
2023-08-09 12:00:00,29877.1,30085.0,29850.0,30064.6,30371.895
2023-08-09 13:00:00,30064.6,30149.7,29850.0,29867.6,31492.829
2023-08-09 14:00:00,29867.6,29943.7,29739.1,29745.0,27873.455
2023-08-09 15:00:00,29744.9,29788.9,29663.0,29749.4,22835.896
2023-08-09 16:00:00,29749.3,29764.9,29500.0,29504.4,35586.385
2023-08-09 17:00:00,29504.4,29584.8,29434.0,29501.4,33863.255
2023-08-09 18:00:00,29501.4,29580.0,29437.8,29508.9,12654.025
2023-08-09 19:00:00,29508.9,29541.1,29366.0,29404.2,12839.804
2023-08-09 20:00:00,29404.3,29509.0,29362.0,29493.5,13127.443
2023-08-09 21:00:00,29493.6,29549.8,29427.0,29515.3,9227.753
2023-08-09 22:00:00,29515.4,29596.9,29501.8,29595.4,8015.063
2023-08-09 23:00:00,29595.3,29619.7,29548.5,29572.8,7233.909
2023-08-10 00:00:00,29572.9,29629.6,29550.4,29612.7,8281.898
2023-08-10 01:00:00,29612.7,29650.0,29559.7,29593.8,8885.448
2023-08-10 02:00:00,29593.9,29637.0,29565.1,29565.2,4964.252
2023-08-10 03:00:00,29565.2,29605.0,29550.4,29568.9,4267.137
2023-08-10 04:00:00,29568.9,29570.0,29520.6,29530.3,6116.91
2023-08-10 05:00:00,29530.3,29613.2,29495.0,29580.5,7664.63
2023-08-10 06:00:00,29580.4,29605.5,29500.9,29503.4,6159.125
2023-08-10 07:00:00,29503.4,29559.0,29477.2,29504.0,6185.367
2023-08-10 08:00:00,29504.0,29525.7,29482.1,29506.7,4236.736
2023-08-10 09:00:00,29506.7,29553.0,29461.4,29528.0,6822.383
2023-08-10 10:00:00,29528.0,29552.9,29500.2,29545.9,3793.307
2023-08-10 11:00:00,29546.0,29551.0,29467.8,29490.0,6230.901
2023-08-10 12:00:00,29490.0,29620.0,29471.4,29552.2,30338.103
2023-08-10 13:00:00,29552.2,29684.9,29510.0,29669.8,20046.79
2023-08-10 14:00:00,29669.8,29729.8,29380.0,29483.7,38418.292
2023-08-10 15:00:00,29483.7,29516.9,29415.8,29452.8,12639.822
2023-08-10 16:00:00,29452.9,29467.2,29366.4,29419.5,15015.904
2023-08-10 17:00:00,29419.4,29456.0,29303.7,29404.1,16287.007
2023-08-10 18:00:00,29404.1,29472.6,29384.7,29426.5,8696.685
2023-08-10 19:00:00,29426.4,29445.7,29372.2,29435.5,6279.29
2023-08-10 20:00:00,29435.4,29480.0,29413.7,29446.4,6136.535
2023-08-10 21:00:00,29446.5,29462.8,29437.2,29453.3,2057.652
2023-08-10 22:00:00,29453.4,29473.3,29435.0,29447.5,2782.324
2023-08-10 23:00:00,29447.5,29461.5,29434.0,29443.7,2239.54
2023-08-11 00:00:00,29443.7,29489.5,29436.0,29471.7,3844.351
2023-08-11 01:00:00,29471.7,29481.1,29428.9,29438.5,2795.336
2023-08-11 02:00:00,29438.6,29438.6,29336.0,29362.7,7398.333
2023-08-11 03:00:00,29362.7,29428.5,29343.7,29400.7,5269.051
2023-08-11 04:00:00,29400.7,29423.9,29394.7,29405.1,3137.603
2023-08-11 05:00:00,29405.2,29450.0,29367.3,29449.8,5438.62
2023-08-11 06:00:00,29449.8,29467.3,29413.1,29451.1,4516.903
2023-08-11 07:00:00,29451.1,29481.9,29406.7,29406.7,5289.695
2023-08-11 08:00:00,29406.8,29441.6,29400.0,29402.3,4145.695
2023-08-11 09:00:00,29402.4,29405.7,29368.0,29377.0,4742.532
2023-08-11 10:00:00,29377.1,29417.0,29333.9,29382.9,8027.829
2023-08-11 11:00:00,29382.9,29439.8,29382.0,29435.0,5021.016
2023-08-11 12:00:00,29435.0,29448.8,29380.0,29417.0,8307.878
2023-08-11 13:00:00,29417.0,29461.5,29403.0,29459.8,7906.111
2023-08-11 14:00:00,29459.8,29565.1,29448.4,29481.0,28262.559
2023-08-11 15:00:00,29481.0,29516.1,29339.9,29383.0,23352.962
2023-08-11 16:00:00,29382.9,29420.0,29220.0,29347.8,22992.568
2023-08-11 17:00:00,29347.8,29386.4,29310.1,29327.3,8320.418
2023-08-11 18:00:00,29327.3,29368.0,29319.2,29361.8,3823.13
2023-08-11 19:00:00,29361.9,29403.0,29336.3,29387.8,6157.048
2023-08-11 20:00:00,29387.8,29419.6,29382.9,29407.3,2726.493
2023-08-11 21:00:00,29407.3,29437.2,29393.5,29401.5,3672.943
2023-08-11 22:00:00,29401.6,29431.2,29393.2,29420.0,1710.894
2023-08-11 23:00:00,29420.1,29430.0,29388.6,29415.5,2184.04
2023-08-12 00:00:00,29415.5,29445.0,29393.1,29444.9,3347.357
2023-08-12 01:00:00,29445.0,29450.0,29384.8,29392.1,2884.141
2023-08-12 02:00:00,29392.2,29408.1,29378.7,29378.7,1934.498
2023-08-12 03:00:00,29378.8,29394.1,29360.0,29388.0,3345.459
2023-08-12 04:00:00,29388.0,29416.6,29388.0,29404.8,1884.31
2023-08-12 05:00:00,29404.9,29407.0,29393.2,29393.3,1037.096
2023-08-12 06:00:00,29393.2,29410.8,29375.7,29410.7,2238.098
2023-08-12 07:00:00,29410.7,29417.2,29392.1,29410.2,2298.277
2023-08-12 08:00:00,29410.2,29415.0,29378.6,29383.0,2729.399
2023-08-12 09:00:00,29382.9,29409.5,29382.9,29408.4,2745.299
2023-08-12 10:00:00,29408.3,29424.9,29406.4,29423.0,2511.218
2023-08-12 11:00:00,29423.0,29423.0,29400.9,29416.7,1835.559
2023-08-12 12:00:00,29416.7,29418.3,29400.0,29414.4,1677.694
2023-08-12 13:00:00,29414.5,29414.7,29395.7,29396.4,1735.136
2023-08-12 14:00:00,29396.4,29439.0,29396.4,29438.9,4632.429
2023-08-12 15:00:00,29439.0,29445.3,29421.8,29426.0,2792.904
2023-08-12 16:00:00,29426.0,29470.0,29426.0,29445.4,4216.342
2023-08-12 17:00:00,29445.4,29447.5,29416.4,29419.2,2068.47
2023-08-12 18:00:00,29419.1,29429.6,29406.2,29417.9,2615.913
2023-08-12 19:00:00,29417.9,29418.0,29401.2,29407.5,1898.064
2023-08-12 20:00:00,29407.6,29419.6,29405.0,29409.5,1116.288
2023-08-12 21:00:00,29409.5,29411.9,29385.1,29411.5,2257.094
2023-08-12 22:00:00,29411.5,29420.7,29409.9,29419.0,1381.135
2023-08-12 23:00:00,29419.0,29422.7,29416.2,29420.7,1055.855
2023-08-13 00:00:00,29420.8,29443.5,29412.7,29443.4,1835.585
2023-08-13 01:00:00,29443.5,29445.4,29427.8,29442.6,1646.562
2023-08-13 02:00:00,29442.7,29447.4,29434.5,29434.6,1005.643
2023-08-13 03:00:00,29434.5,29434.6,29380.1,29401.8,5191.306
2023-08-13 04:00:00,29401.8,29401.9,29365.3,29377.8,3849.938
2023-08-13 05:00:00,29377.8,29377.8,29343.8,29374.2,3782.72
2023-08-13 06:00:00,29374.1,29390.3,29367.5,29390.2,2574.863
2023-08-13 07:00:00,29390.3,29392.1,29385.5,29385.5,1524.14
2023-08-13 08:00:00,29385.6,29399.7,29380.5,29399.7,1913.947
2023-08-13 09:00:00,29399.7,29400.7,29395.4,29398.8,1800.668
2023-08-13 10:00:00,29398.8,29399.4,29389.7,29389.7,1662.141
2023-08-13 11:00:00,29389.7,29389.7,29362.0,29374.0,1959.642
2023-08-13 12:00:00,29374.0,29382.6,29356.6,29380.5,2899.337
2023-08-13 13:00:00,29380.4,29380.5,29362.4,29363.5,2548.397
2023-08-13 14:00:00,29363.4,29376.2,29360.4,29360.4,1805.586
2023-08-13 15:00:00,29360.4,29366.8,29349.0,29362.8,2651.64
2023-08-13 16:00:00,29362.8,29367.8,29316.2,29345.0,6293.794
2023-08-13 17:00:00,29345.0,29412.0,29344.9,29386.3,5426.649
2023-08-13 18:00:00,29386.4,29420.0,29384.2,29411.2,3083.917
2023-08-13 19:00:00,29411.3,29463.0,29411.2,29426.1,6056.235
2023-08-13 20:00:00,29426.0,29434.9,29408.0,29411.8,2681.432
2023-08-13 21:00:00,29411.9,29415.0,29351.5,29360.0,4436.755
2023-08-13 22:00:00,29360.0,29367.3,29256.6,29307.0,13132.403
2023-08-13 23:00:00,29307.0,29328.3,29282.3,29293.3,4427.205
2023-08-14 00:00:00,29293.3,29319.2,29232.0,29260.8,7929.206
2023-08-14 01:00:00,29260.7,29293.0,29187.0,29256.4,11149.943
2023-08-14 02:00:00,29256.4,29350.0,29070.0,29309.9,36882.54
2023-08-14 03:00:00,29310.0,29415.0,29307.0,29390.0,12345.857
2023-08-14 04:00:00,29390.0,29443.6,29379.4,29403.9,7802.823
2023-08-14 05:00:00,29404.0,29445.4,29402.4,29436.0,4602.558
2023-08-14 06:00:00,29435.9,29466.3,29395.7,29408.2,5266.761
2023-08-14 07:00:00,29408.2,29426.4,29382.0,29410.5,4507.052
2023-08-14 08:00:00,29410.4,29486.0,29410.4,29414.2,9795.304
2023-08-14 09:00:00,29414.2,29422.9,29371.4,29404.5,5806.27
2023-08-14 10:00:00,29404.5,29435.9,29389.5,29418.7,4115.603
2023-08-14 11:00:00,29418.7,29418.7,29373.6,29399.8,4817.266
2023-08-14 12:00:00,29399.8,29399.9,29330.0,29372.0,6501.472
2023-08-14 13:00:00,29372.1,29393.5,29319.9,29376.0,7587.586
2023-08-14 14:00:00,29376.0,29586.0,29374.2,29523.7,35327.789
2023-08-14 15:00:00,29523.6,29665.0,29462.8,29592.9,31429.932
2023-08-14 16:00:00,29592.8,29686.7,29592.8,29638.5,13949.405
2023-08-14 17:00:00,29638.6,29662.8,29464.1,29475.2,20005.929
2023-08-14 18:00:00,29475.3,29488.8,29233.0,29315.2,39400.015
2023-08-14 19:00:00,29315.2,29386.8,29308.1,29353.8,7960.321
2023-08-14 20:00:00,29353.7,29392.7,29323.2,29388.3,5160.687
2023-08-14 21:00:00,29388.4,29402.3,29365.5,29390.3,3062.026
2023-08-14 22:00:00,29390.3,29465.8,29382.9,29426.5,6798.99
2023-08-14 23:00:00,29426.5,29432.4,29413.4,29419.5,2830.048
2023-08-15 00:00:00,29419.5,29446.5,29389.9,29424.0,4903.023
2023-08-15 01:00:00,29424.0,29440.1,29362.9,29398.6,4495.273
2023-08-15 02:00:00,29398.5,29409.3,29359.2,29372.3,2909.265
2023-08-15 03:00:00,29372.3,29389.5,29355.9,29386.9,2185.699
2023-08-15 04:00:00,29386.9,29393.0,29360.6,29366.3,2425.99
2023-08-15 05:00:00,29366.4,29386.5,29350.1,29360.4,3492.418
2023-08-15 06:00:00,29360.3,29376.0,29345.9,29363.7,2873.918
2023-08-15 07:00:00,29363.8,29422.9,29338.9,29396.9,5607.082
2023-08-15 08:00:00,29396.9,29446.5,29388.3,29413.0,6895.714
2023-08-15 09:00:00,29413.0,29442.7,29396.7,29411.4,4303.502
2023-08-15 10:00:00,29411.5,29413.2,29383.7,29391.7,3447.458
2023-08-15 11:00:00,29391.8,29395.0,29340.2,29357.1,7532.68
2023-08-15 12:00:00,29357.1,29395.0,29346.8,29352.9,6092.725
2023-08-15 13:00:00,29352.9,29405.0,29350.5,29359.2,5084.728
2023-08-15 14:00:00,29359.2,29456.1,29323.3,29442.6,13903.779
2023-08-15 15:00:00,29442.5,29492.1,29294.9,29315.2,21668.516
2023-08-15 16:00:00,29315.1,29358.9,29240.0,29271.9,18376.707
2023-08-15 17:00:00,29271.9,29324.6,29263.6,29322.7,6008.918
2023-08-15 18:00:00,29322.6,29342.0,29289.6,29314.6,4777.685
2023-08-15 19:00:00,29314.5,29314.6,29050.0,29172.4,42202.074
2023-08-15 20:00:00,29172.4,29223.6,29125.8,29191.8,9420.48
2023-08-15 21:00:00,29191.8,29234.6,29166.3,29214.8,4287.042
2023-08-15 22:00:00,29214.8,29229.3,29168.2,29170.9,4179.88
2023-08-15 23:00:00,29171.0,29205.7,29160.4,29188.8,4215.403
2023-08-16 00:00:00,29188.9,29257.4,29184.6,29214.9,5943.037
2023-08-16 01:00:00,29214.9,29239.9,29174.6,29238.0,5873.137
2023-08-16 02:00:00,29237.9,29248.9,29216.0,29246.2,3798.954
2023-08-16 03:00:00,29246.2,29247.9,29213.0,29216.7,2531.692
2023-08-16 04:00:00,29216.7,29223.5,29195.0,29197.1,3032.783
2023-08-16 05:00:00,29197.1,29202.2,29126.6,29130.0,9745.845
2023-08-16 06:00:00,29130.0,29188.0,29100.0,29180.8,7860.916
